,Type of Program,Type of Residency,PGY1 Subtype,PGY2 Specialty,Area of Emphasis,Primary Setting,Teaching and Learning Curriculum,Description of opportunity,Residency Accreditation,ACCP Peer Reviewed Research Fellowship,Preceptor,Institution,Length (Yrs),Start Date,Stipend,Number of These Positions,Number of OTHER postgraduate positions at program location,Region,On-call hours per month,Staffing hours per month,Program Website,Training Program Video,Training Program Twitter Handle,Contact,Conact,Web ID,Last Modified
402,Residency,PGY1,Pharmacy,,,Other,,"The Lebanon VA Medical Center provides a well -balanced residency experience. Upon completion of core rotations residents can choose to focus electives in a range of ambulatory care clinics, additional acute care experiences, or a balanced mix. Core rotations include team based primary care (PACT) and acute care with longitudinal experiences in drug information, hospital pharmacy practice, precepting/teaching, practice administration, and epoetin clinic. Elective experiences may include behavioral health (inpatient and/or outpatient), outpatient oncology, home based primary care (HBPC), hospice/palliative care, advanced diabetes, pharmacotherapy, anticoagulation, advanced ambulatory care, and others depending on interests and needs. The rotation schedule is flexible allowing residents to tailor the program to meet their educational goals.",,,Ashley Kelley ,Lebanon VA Medical Center ,1,"July 03, 2023",$0.00,3,,Northeast,,18,,,,"Ashley Kelley Lebanon VA Medical Center 1700 S. Lincoln AvenueLebanon, PA 170427172726621 (Phone)ashley.dorward@va.gov","Ashley Kelley Lebanon VA Medical Center 1700 S. Lincoln AvenueLebanon, PA 170427172726621 (Phone)ashley.dorward@va.gov",W-9380,"August 04, 2022"
403,Residency,PGY1,Pharmacy,,,Community Hospital,,"The Doylestown Hospital PGY1 pharmacy residency program builds on the Doctor of Pharmacy (PharmD) education and outcomes to contribute to the development of clinical pharmacists responsible for medication-related care of patients with a wide range of conditions, eligible for board certification and eligible for postgraduate year two (PGY2) pharmacy residency training. ",,,"Lindsay Gladysz, PharmD, BCPS",Doylestown Hospital,1,"June 19, 2023","$55,000.00",1,,Northeast,,30,https://www.doylestownhealth.org/for-healthcare-professionals/pharmacy-graduate-residency,,,"Lindsay Gladysz, PharmD, BCPSDoylestown Hospital595 W State StreetDoylestown, PA 18901215-345-2665 (Phone)lgladysz@dh.org","Lindsay Gladysz, PharmD, BCPSDoylestown Hospital595 W State StreetDoylestown, PA 18901215-345-2665 (Phone)lgladysz@dh.org",W-9486,"August 28, 2022"
404,Residency,PGY1,Pharmacy,,,Academic Health System,,"Shifa International Hospitals Ltd Department of Pharmacy offers this one year hospital pharmacy residency program. Its entirely based on the curriculum of International Pharmacy Practice Residency Program (IPPR) Of ASHP. We have acquired candidate status and looking forward to full accreditation soon. 
The residents to go through structured learning experiences in Ambulatory care,  inpatient, emergency, oncology,  compounding,  Clinical Pharmacy,  Drug & Poison Information center,  research, pharmacy leadership,  and pharma procurement etc. 
The residents have a chance to observe functions of core committees like Pharmacy and therapeutics committee,  antibiotic Stewardship etc.  Residents also work on research  and quality improvement projects.
The Residency Advisory Committee and team of certified, trained preceptors oversee the program.",,,Salwa Ahsan ,Shifa International Hospitals Ltd ,1,"January 01, 2017","$1,920.00",5,15,,,,,,,"Salwa Ahsan Shifa International Hospitals Ltd Sector H-8/4, Pitrus Bukhari Road, Islamabad Islamabad , 44000(9251)8463977 ext 3977 (Phone)drug.information@shifa.com.pk ","Salwa Ahsan Shifa International Hospitals Ltd Sector H-8/4, Pitrus Bukhari Road, Islamabad Islamabad , 44000(9251)8463977 ext 3977 (Phone)drug.information@shifa.com.pk ",W-8207,"July 17, 2022"
405,Residency,PGY1,Pharmacy,,,Academic Health System,,"This Residency Program at the VA Caribbean Healthcare System, is a collaborative effort between the School of Pharmacy of the University of Puerto Rico and the VA Caribbean Healthcare System. The program builds on Doctor of Pharmacy education and outcomes to contribute to the development of clinical pharmacists responsible for medication-related care of patients with a wide range of conditions in inpatient and ambulatory clinic settings. It complies with the ASHP PGY1 standards and emphasizes advancing practice and improving patient care; leadership and management; and teaching, education and dissemination of knowledge.  An academic certificate program with the University of Puerto Rico School of Pharmacy is also offered as a parallel optional opportunity.",,,"Carlos Mendez, PharmD / Frances M. Rodriguez-Cintron, PharmD",University of Puerto Rico School of Pharmacy and VA Caribbean Healthcare System,1,"July 03, 2023","$41,166.00",4,,Southeast,,34,https://www.caribbean.va.gov/edprograms/pharmacy.asp,,,"Carlos Mendez, PharmD / Frances M. Rodriguez-Cintron, PharmDUniversity of Puerto Rico School of Pharmacy and VA Caribbean Healthcare System10 Casia StreetSan Juan, PR 00921(787) 641-7582 ext 12710 (Phone)frances.rodriguez5@upr.edu","Carlos Mendez, PharmD / Frances M. Rodriguez-Cintron, PharmDUniversity of Puerto Rico School of Pharmacy and VA Caribbean Healthcare System10 Casia StreetSan Juan, PR 00921(787) 641-7582 ext 12710 (Phone)frances.rodriguez5@upr.edu",W-6668,"August 30, 2022"
406,Residency,PGY1,Pharmacy,,,Academic Health System,,"The  Veterans Affairs Providence Healthcare System (VAPHCS) residency program was established in 1994. It currently consists of 3 PGY- 1 Pharmacy Residencies, with 2 in pharmacy practice and 1 with a psychiatrics concentration and 2  PGY-2 programs in Ambulatory Care Pharmacy and  Psychiatric Pharmacy. 

VAPHCS is a 106-bed general medicine and surgical teaching hospital, which provides comprehensive patient care.  The medical center provides all major diagnostic and treatment specialties, including comprehensive inpatient and outpatient psychiatric services.  The outpatient ambulatory care clinics support over 150,000 patient-visits per year in more than 32 primary and specialty care clinics. VAPHCS also serves as a teaching facility for The Warren Alpert Medical School of Brown University and multiple schools of pharmacy.  
",,,"Carol Botelho PharmD, BCACP, BCGP",Veterans Affairs Providence Healthcare System ,1,"July 03, 2023",$0.00,3,2,Northeast,,,,,,"Carol Botelho PharmD, BCACP, BCGPVeterans Affairs Providence Healthcare System 830 Chalkstone AvenueProvidence, RI 028904012737100 (Phone)carol.botelho@va.gov","Carol Botelho PharmD, BCACP, BCGPVeterans Affairs Providence Healthcare System 830 Chalkstone AvenueProvidence, RI 028904012737100 (Phone)carol.botelho@va.gov",W-8347,"July 27, 2022"
407,Residency,PGY1,Pharmacy,,,,,"The College of Pharmacy-King Saud University Medical City residency program is a 24-month program, designed to foster the development of clinical, operational and leadership skills to prepare its graduates to be independent practitioners and poised pharmacy leaders. The program is structured to develop a solid foundation in advanced pharmacy practice and participate in multidisciplinary teams. It prepares the residents to pursue post-graduate specialty residency training in a focused area of practice. Residents enroll in a mentorship program, Teaching Certificate program and serve as clinical preceptors for pharmacy students and interns.

King Saud University Medical City (KSUMC) is a tertiary care academic medical center with decades of experience in multi-facility and multi-disciplinary administration including more than 1,800 beds.",,,"Mohammed A. Al Essa, BSc, PharmD, BCPS, PMP, PMI-RMP",College of Pharmacy-King Saud University Medical City,2,"October 01, 2022","$41,500.00",7,,,,,,,,"Mohammed A. Al Essa, BSc, PharmD, BCPS, PMP, PMI-RMPCollege of Pharmacy-King Saud University Medical CityKing Saud UniversityKing Saud University Medical City - King Khalid University HospitalRiyadh, 12372+966114698462 (Phone)alessam@ksu.edu.sa","Mohammed A. Al Essa, BSc, PharmD, BCPS, PMP, PMI-RMPCollege of Pharmacy-King Saud University Medical CityKing Saud UniversityKing Saud University Medical City - King Khalid University HospitalRiyadh, 12372+966114698462 (Phone)alessam@ksu.edu.sa",W-7496,"April 25, 2022"
408,Residency,PGY1,Pharmacy,,,Academic Health System,,"Our ASHP-accredited PGY1 Residency 37200 (inpatient) at Prisma Health Richland is designed to transition a pharmacy student to a general practitioner. PGY1 residency graduates exit our program equipped to be fully integrated members of the interdisciplinary health care team, able to make medication recommendations in a variety of clinical settings. Graduates of our PGY1 residency gain experience in short-term research projects, precepting, quality improvement activities and enhancing the education of other health professionals and those in training to be health professionals. They also acquire the experience necessary to exercise leadership and management skills for pharmacy practice in a health system.
",,,Laura Holden,Prisma Health Richland - University of South Carolina,1,"July 01, 2023","$49,920.00",4,11,Southeast,15,32,https://academics.prismahealth.org/academics/pharmacy-residency-programs/pharmacy-pgy1-acute-columbia,https://www.youtube.com/watch?v=TiaHL21VJS4&t=7s,@PHUofSCPharmRes,"Laura HoldenPrisma Health Richland - University of South Carolina5 Medical Park DrColumbia, SC 29203803-434-7458 (Phone)laura.holden@prismahealth.org","Laura HoldenPrisma Health Richland - University of South Carolina5 Medical Park DrColumbia, SC 29203803-434-7458 (Phone)laura.holden@prismahealth.org",W-7173,"August 23, 2022"
409,Residency,PGY1,Pharmacy,,,Outpatient Clinic,,"The Tandem Health-University of South Carolina College of Pharmacy postgraduate year 1 (PGY1) outpatient pharmacy residency program aims to develop pharmacist leaders who add value and implement services to improve the health of patients within the community, emphasizing those in rural and under-served settings.

Residents in our program will focus on growth as a practitioner in ambulatory care, community pharmacy, and transitions of care settings. Specifically, residents will have the opportunity to rotate through internal medicine, family medicine, and rural health practices. Additionally, we have many elective opportunities available that allow residents to tailor the year to their interests, including pediatrics, behavioral health, infectious diseases, academia, global health, and women’s health.",,,Reagan Barfield,Tandem Health - University of South Carolina College of Pharmacy,1,"July 01, 2022","$49,500.00",1,,Southeast,,8,https://www.sc.edu/study/colleges_schools/pharmacy/pharmacy_education/residency_programs/tandem_health/index.php,,@Tandem_USC_PGY1,"Reagan BarfieldTandem Health - University of South Carolina College of Pharmacy715 Sumter StreetColumbia, SC 29208803 777 4151 (Phone)reagankb@cop.sc.edu","Reagan BarfieldTandem Health - University of South Carolina College of Pharmacy715 Sumter StreetColumbia, SC 29208803 777 4151 (Phone)reagankb@cop.sc.edu",W-7739,"July 22, 2021"
410,Residency,PGY1,Pharmacy,,,Academic Health System,,"One of three PGY1 programs at Prisma Health Richland – University of South Carolina. This program is focused in Ambulatory Care with experiential rotations available in Internal Medicine, Heart Failure, Geriatrics, Transitions of Care, Infectious Diseases, Pediatrics, Family Medicine, Global Health and Academia. ",,,"NIcole Bookstaver, PharmD, BCACP",Prisma Health Richland – University of South Carolina ,1,"July 01, 2023","$49,900.00",2,13,Southeast,,26,https://prismahealth.org/about-prisma-health/education-and-research/pharmacy-residency,https://youtu.be/TiaHL21VJS4,@PHUofSCPharmRes,"NIcole Bookstaver, PharmD, BCACPPrisma Health Richland – University of South Carolina 5 Richland Medical ParkColumbia, SC 29203803-545-5683 (Phone)Nicole.Bookstaver@PrismaHealth.org","NIcole Bookstaver, PharmD, BCACPPrisma Health Richland – University of South Carolina 5 Richland Medical ParkColumbia, SC 29203803-545-5683 (Phone)Nicole.Bookstaver@PrismaHealth.org",W-6504,"August 23, 2022"
411,Residency,PGY1,Pharmacy,,,Community Hospital,,"The Bon Secours St. Francis Hospital Downtown PGY1 residency program is part of the Bon Secours Mercy Health (BSMH) healthcare system. BSMH is a Catholic-based nonprofit hospital system that includes locations in seven states and internationally. Our Mission extends the compassionate ministry of Jesus by improving the health and well-being of our communities and brings good help to those in need, especially people who are poor, dying, and underserved. We offer an excellent variety of clinical experiences as well as a rigorous teaching and learning curriculum. Our program is dedicated to assisting pharmacy residents gain the knowledge and skill needed to pursue a PGY2 residency or work as a proficient clinical pharmacist. The program is flexible to allow the resident to develop skills in many areas based on individual need and preference.",,,Kyle Adkins,Bon Secours St Francis Hospital Downtown,1,"July 01, 2023","$51,500.00",3,,Southeast,,8,https://www.bonsecours.com/jobs-education/graduate-medical-education/pharmacy-residency-at-st-francis-hospital-downtown,,,"Kyle AdkinsBon Secours St Francis Hospital Downtown1 St Francis DriveGreenville, SC 29601(864) 255-1158 (Phone)kyle_adkins@bshsi.org","Kyle AdkinsBon Secours St Francis Hospital Downtown1 St Francis DriveGreenville, SC 29601(864) 255-1158 (Phone)kyle_adkins@bshsi.org",W-9376,"August 03, 2022"
